# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar  9 11:52:19 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
#
pl_name,hostname,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag
CoRoT-12 b,CoRoT-12,CoRoT,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,16.140,1.460,-1.460,0,1.440,0.130,-0.130,0,291.43800,22.24700,-20.65800,0,0.91700,0.07000,-0.06500,0,Mass,0.070000,0.063000,-0.042000,0,,,,,1442,58,-58,0,0
CoRoT-13 b,CoRoT-13,CoRoT,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,9.920,0.157,-0.157,0,0.885,0.014,-0.014,0,415.70400,20.97600,-20.97600,0,1.30800,0.06600,-0.06600,0,Mass,0.000000,,,0,,,,,1700,,,0,0
CoRoT-14 b,CoRoT-14,CoRoT,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,12.220,0.780,-0.780,0,1.090,0.070,-0.070,0,2415.40000,190.70000,-190.70000,0,7.60000,0.60000,-0.60000,0,Mass,0.000000,,,0,,,,,1952,66,-66,0,0
CoRoT-16 b,CoRoT-16,CoRoT,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,13.110,1.790,-1.570,0,1.170,0.160,-0.140,0,170.03200,27.01400,-26.37900,0,0.53500,0.08500,-0.08300,0,Mass,0.330000,0.090000,-0.100000,0,,,,,,,,,0
CoRoT-17 b,CoRoT-17,CoRoT,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,11.430,0.780,-0.780,0,1.020,0.070,-0.070,0,772.29000,95.34000,-95.34000,0,2.43000,0.30000,-0.30000,0,Mass,0.000000,,,0,,,,,1626,31,-31,0,0
CoRoT-18 b,CoRoT-18,CoRoT,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,14.680,2.020,-2.020,0,1.310,0.180,-0.180,0,1102.82000,120.77000,-120.77000,0,3.47000,0.38000,-0.38000,0,Mass,0.080000,,,1,,,,,1550,90,-90,0,0
CoRoT-19 b,CoRoT-19,CoRoT,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,14.460,0.340,-0.340,0,1.290,0.030,-0.030,0,352.78000,19.07000,-19.07000,0,1.11000,0.06000,-0.06000,0,Mass,0.047000,0.045000,-0.045000,0,,,,,2000,150,-150,0,0
CoRoT-2 b,CoRoT-2,CoRoT,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,16.432,0.471,-0.493,0,1.466,0.042,-0.044,0,1102.82000,69.92000,-69.92000,0,3.47000,0.22000,-0.22000,0,Mass,0.014300,0.007700,-0.007600,0,,,,,1521,18,-18,0,1
CoRoT-20 b,CoRoT-20,CoRoT,9.24285000,0.00030000,-0.00030000,0,0.090000,0.002000,-0.002000,0,9.416,0.448,-0.448,0,0.840,0.040,-0.040,0,1366.66900,63.56600,-63.56600,0,4.30000,0.20000,-0.20000,0,Mass,0.590000,0.020000,-0.020000,0,,,,,1024,16,-16,0,0
CoRoT-20 c,CoRoT-20,Multiple Observatories,1675.00000000,19.00000000,-17.00000000,0,2.900000,0.070000,-0.070000,0,12.200,,,0,1.090,,,0,5403.11000,317.83000,-317.83000,0,17.00000,1.00000,-1.00000,0,Msini,0.600000,0.030000,-0.030000,0,,,,,,,,,0
CoRoT-21 b,CoRoT-21,CoRoT,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,14.572,1.569,-1.569,0,1.300,0.140,-0.140,0,718.29580,98.52730,-98.52730,0,2.26000,0.31000,-0.31000,0,Mass,0.000000,,,0,,,,,,,,,0
CoRoT-22 b,CoRoT-22,CoRoT,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,4.880,0.170,-0.390,0,0.435,0.015,-0.035,0,12.20000,14.00000,-8.80000,0,0.03800,0.04400,-0.02800,0,Mass,0.077000,0.300000,-0.042000,0,,,,,885,53,-280,0,0
CoRoT-23 b,CoRoT-23,CoRoT,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,11.770,1.460,-1.460,0,1.050,0.130,-0.130,0,889.90000,95.30000,-95.30000,0,2.80000,0.30000,-0.30000,0,Mass,0.160000,0.020000,-0.020000,0,,,,,1660,,,0,0
CoRoT-24 b,CoRoT-24,CoRoT,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,3.700,0.400,-0.400,0,0.330,0.040,-0.040,0,5.70000,,,1,0.01800,,,1,Mass,0.000000,,,0,,,,,1070,140,-140,0,0
CoRoT-24 c,CoRoT-24,CoRoT,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,5.000,0.500,-0.500,0,0.440,0.040,-0.040,0,28.00000,11.00000,-11.00000,0,0.08800,0.03500,-0.03500,0,Mass,0.000000,,,0,,,,,850,80,-80,0,0
CoRoT-25 b,CoRoT-25,CoRoT,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,12.110,3.400,-1.120,0,1.080,0.300,-0.100,0,85.81000,12.71000,-12.71000,0,0.27000,0.04000,-0.04000,0,Mass,0.000000,,,0,,,,,1330,80,-40,0,0
CoRoT-26 b,CoRoT-26,CoRoT,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,14.120,1.460,-0.780,0,1.260,0.130,-0.070,0,165.26000,15.89000,-15.89000,0,0.52000,0.05000,-0.05000,0,Mass,0.000000,,,0,,,,,1600,80,-70,0,0
CoRoT-27 b,CoRoT-27,CoRoT,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,11.287,0.493,-0.493,0,1.007,0.044,-0.044,0,3302.11000,174.80000,-174.80000,0,10.39000,0.55000,-0.55000,0,Mass,0.065000,,,1,,,,,1500,130,-130,0,0
CoRoT-28 b,CoRoT-28,CoRoT,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,10.705,0.740,-0.740,0,0.955,0.066,-0.066,0,153.82972,27.65121,-27.65121,0,0.48400,0.08700,-0.08700,0,Mass,0.047000,0.055000,-0.038000,0,,,,,,,,,0
CoRoT-29 b,CoRoT-29,CoRoT,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,10.088,1.793,-1.793,0,0.900,0.160,-0.160,0,270.15550,63.56600,-63.56600,0,0.85000,0.20000,-0.20000,0,Mass,0.082000,0.081000,-0.081000,0,,,,,,,,,0
CoRoT-3 b,CoRoT-3,CoRoT,4.25680000,0.00000500,-0.00000500,0,0.057830,0.000850,-0.000850,0,11.320,0.780,-0.780,0,1.010,0.070,-0.070,0,6883.91000,317.80000,-317.80000,0,21.66000,1.00000,-1.00000,0,Mass,0.000000,,,0,,,,,1695,57,-57,0,0
CoRoT-30 b,CoRoT-30,CoRoT,9.06005000,0.00024000,-0.00024000,0,0.084400,0.001200,-0.001200,0,11.310,0.852,-0.852,0,1.009,0.076,-0.076,0,921.70700,69.92260,-69.92260,0,2.90000,0.22000,-0.22000,0,Mass,0.007000,0.031000,-0.031000,0,,,,,,,,,0
CoRoT-31 b,CoRoT-31,CoRoT,4.62941000,0.00075000,-0.00075000,0,0.058600,0.003400,-0.003400,0,16.365,3.363,-3.363,0,1.460,0.300,-0.300,0,266.97720,108.06220,-108.06220,0,0.84000,0.34000,-0.34000,0,Mass,0.020000,0.160000,-0.160000,0,,,,,,,,,0
CoRoT-4 b,CoRoT-4,CoRoT,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,13.340,0.670,-0.560,0,1.190,0.060,-0.050,0,228.83000,25.43000,-25.43000,0,0.72000,0.08000,-0.08000,0,Mass,0.000000,0.100000,-0.100000,0,,,,,1074,19,-19,0,0
CoRoT-5 b,CoRoT-5,CoRoT,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,15.558,0.516,-0.527,0,1.388,0.046,-0.047,0,148.42000,14.93700,-7.62800,0,0.46700,0.04700,-0.02400,0,Mass,0.090000,0.090000,-0.040000,0,,,,,1438,39,-39,0,0
CoRoT-6 b,CoRoT-6,CoRoT,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,13.068,0.392,-0.392,0,1.166,0.035,-0.035,0,940.74000,108.06000,-108.06000,0,2.96000,0.34000,-0.34000,0,Mass,0.100000,,,1,,,,,1017,19,-19,0,0
CoRoT-7 b,CoRoT-7,CoRoT,0.85359163,0.00000001,-0.00000001,0,0.017016,0.000170,-0.000036,0,1.681,0.112,-0.112,0,0.150,0.010,-0.010,0,4.07661,1.01982,-1.01982,0,0.01283,0.00321,-0.00321,0,Mass,0.000000,,,0,,,,,1756,27,-27,0,0
CoRoT-7 c,CoRoT-7,CoRoT,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,2.830,,,0,0.253,,,0,8.40000,0.90000,-0.90000,0,0.02643,0.00283,-0.00283,0,Mass,0.000000,,,0,,,,,,,,,0
CoRoT-8 b,CoRoT-8,CoRoT,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,6.390,0.220,-0.220,0,0.570,0.020,-0.020,0,69.92000,9.53000,-9.53000,0,0.22000,0.03000,-0.03000,0,Mass,0.000000,,,0,,,,,870,14,-14,0,0
CoRoT-9 b,CoRoT-9,CoRoT,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,11.949,0.841,-0.706,0,1.066,0.075,-0.063,0,266.97720,15.89150,-15.89150,0,0.84000,0.05000,-0.05000,0,Mass,0.133000,0.042000,-0.037000,0,,,,,420,16,-16,0,0
CoRoTID 223977153 b,CoRoTID 223977153,CoRoT,6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,6.389,0.673,-0.560,0,0.570,0.060,-0.050,0,47.67450,31.78300,-31.78300,0,0.15000,0.10000,-0.10000,0,Mass,,,,,132.26,36.74,-29.39,0,938,65,-52,0,0
DE CVn b,DE CVn,Multiple Facilities,4098.10000000,131.50000000,-131.50000000,0,5.750000,2.020000,-2.020000,0,12.400,,,0,1.100,,,0,3823.27330,955.81833,-955.81833,0,12.02930,3.00733,-3.00733,0,Msin(i)/sin(i),0.000000,,,0,,,,,,,,,0
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,Paranal Observatory,246.36000000,1.38000000,-1.35000000,0,0.360000,0.010000,-0.010000,0,11.900,,,0,1.060,,,0,9057.77000,603.85000,-603.85000,0,28.50000,1.90000,-1.90000,0,Mass,0.345000,0.068000,-0.064000,0,,,,,,,,,0
DH Tau b,DH Tau,Subaru Telescope,,,,,330.000000,,,0,30.264,8.967,-8.967,0,2.700,0.800,-0.800,0,3496.00000,3178.00000,-953.00000,0,11.00000,10.00000,-3.00000,0,Mass,,,,,,,,,2200,,,0,0
DMPP-1 b,DMPP-1,La Silla Observatory,18.57000000,0.01000000,-0.01000000,0,0.146200,0.001200,-0.001200,0,5.290,,,0,0.472,,,0,24.27000,1.16000,-1.59000,0,0.07636,0.00365,-0.00500,0,Msini,0.083000,,,1,,,,,877,,,0,0
DMPP-1 c,DMPP-1,La Silla Observatory,6.58400000,0.00300000,-0.00200000,0,0.073300,0.000600,-0.000700,0,3.060,,,0,0.273,,,0,9.60000,0.53000,-1.58000,0,0.03020,0.00167,-0.00497,0,Msini,0.057000,,,1,,,,,1239,,,0,0
DMPP-1 d,DMPP-1,La Silla Observatory,2.88200000,0.00100000,-0.00100000,0,0.042200,0.000400,-0.000300,0,1.650,,,0,0.147,,,0,3.35000,0.38000,-0.34000,0,0.01054,0.00120,-0.00107,0,Msini,0.070000,,,1,,,,,1632,,,0,0
DMPP-1 e,DMPP-1,La Silla Observatory,5.51600000,0.00200000,-0.00400000,0,0.065100,0.000500,-0.000500,0,1.860,,,0,0.166,,,0,4.13000,0.66000,-1.14000,0,0.01299,0.00208,-0.00359,0,Msini,0.070000,,,1,,,,,1314,,,0,0
DMPP-2 b,DMPP-2,Multiple Facilities,5.20720000,0.00020000,-0.00550000,0,0.066400,0.000500,-0.000500,0,14.300,,,0,1.280,,,0,138.89171,9.53490,-18.75197,0,0.43700,0.03000,-0.05900,0,Msini,0.078000,,,0,,,,,1000,,,0,0
DMPP-3 A b,DMPP-3 A,La Silla Observatory,6.67320000,0.00110000,-0.00030000,0,0.066200,0.001300,-0.001300,0,1.410,,,0,0.126,,,0,2.58000,0.35000,-0.58000,0,0.00812,0.00110,-0.00182,0,Msini,0.140000,0.091000,-0.053000,0,,,,,854,,,0,0
DP Leo b,DP Leo,Yunnan Astronomical Observatory,10220.00000000,730.00000000,-730.00000000,0,8.190000,0.390000,-0.390000,0,12.700,,,0,1.140,,,0,1995.88832,184.33363,-184.33363,0,6.28000,0.58000,-0.58000,0,Mass,0.390000,0.130000,-0.130000,0,,,,,,,,,0
DS Tuc A b,DS Tuc A,Transiting Exoplanet Survey Satellite (TESS),8.13826800,0.00001100,-0.00001100,0,,,,,5.700,0.170,-0.170,0,0.509,0.015,-0.015,0,413.17900,,,1,1.30000,,,1,Mass,0.000000,,,0,145.10,,,,850,,,0,0
EPIC 201170410.02,EPIC 201170410,K2,6.79870000,0.00010000,-0.00010000,0,0.034900,0.002700,-0.002200,0,1.047,0.276,-0.257,0,0.093,0.025,-0.023,0,1.15000,,,0,0.00360,,,0,M-R relationship,0.000000,,,0,,,,,,,,,0
EPIC 201238110 b,EPIC 201238110,K2,28.16560000,0.00270000,-0.00280000,0,,,,,1.870,0.200,-0.450,0,0.167,0.018,-0.040,0,4.16000,,,0,0.01310,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 201497682 b,EPIC 201497682,K2,2.13174000,0.00022000,-0.00022000,0,,,,,0.692,0.059,-0.048,0,0.062,0.005,-0.004,0,0.26000,,,0,0.00082,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 201615463 c,K2-166,K2,3.80464000,0.00091000,-0.00105000,0,,,,,1.220,0.210,-0.170,0,0.109,0.019,-0.015,0,1.98000,,,0,0.00624,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 201754305 d,K2-16,K2,2.71578000,0.00031000,-0.00031000,0,,,,,1.030,0.085,-0.086,0,0.092,0.008,-0.008,0,1.08000,,,0,0.00340,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 201757695.02,EPIC 201757695,K2,2.04780000,0.00010000,-0.00010000,0,0.029600,0.000500,-0.000500,0,0.908,0.059,-0.064,0,0.081,0.005,-0.006,0,0.68800,,,0,0.00217,,,0,M-R relationship,0.000000,,,0,,,,,,,,,0
EPIC 201833600 c,K2-50,K2,3.96151000,0.00046000,-0.00051000,0,,,,,1.000,0.120,-0.110,0,0.089,0.011,-0.010,0,0.97200,,,0,0.00306,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 201841433 b,EPIC 201841433,K2,4.16980000,0.00010000,-0.00010000,0,0.035000,0.000900,-0.001000,0,1.040,0.037,-0.032,0,0.093,0.003,-0.003,0,1.12000,,,0,0.00352,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 205950854 c,K2-168,K2,8.05072200,0.00007500,-0.00003800,0,,,,,1.310,0.144,-0.063,0,0.117,0.013,-0.006,0,2.27000,,,0,0.00714,,,0,M-R relationship,,,,,,,,,961,20,-10,0,0
EPIC 206024342 b,EPIC 206024342,K2,4.50756000,0.00062000,-0.00060000,0,,,,,1.700,0.590,-0.310,0,0.152,0.053,-0.028,0,3.53000,,,0,0.01110,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 206032309 b,EPIC 206032309,K2,2.87814000,0.00023000,-0.00026000,0,,,,,1.010,0.240,-0.130,0,0.090,0.021,-0.012,0,1.01000,,,0,0.00317,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 206042996 b,EPIC 206042996,K2,5.29711000,0.00074000,-0.00070000,0,,,,,1.620,0.170,-0.190,0,0.145,0.015,-0.017,0,3.26000,,,0,0.01020,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 206215704 b,EPIC 206215704,K2,2.25372000,0.00047000,-0.00047000,0,,,,,0.900,0.190,-0.200,0,0.080,0.017,-0.018,0,0.66600,,,0,0.00210,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 206317286 b,EPIC 206317286,K2,1.58252000,0.00017000,-0.00018000,0,,,,,0.960,0.110,-0.150,0,0.086,0.010,-0.013,0,0.84000,,,0,0.00264,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 211822797 b,EPIC 211822797,K2,21.16986100,0.00172500,-0.00169500,0,0.131000,0.004000,-0.005000,0,1.980,0.110,-0.110,0,0.177,0.010,-0.010,0,4.58000,,,0,0.01440,,,0,M-R relationship,0.060000,0.135970,-0.048705,0,3.50,0.50,-0.50,0,,,,,0
EPIC 211945201 b,EPIC 211945201,K2,19.49221000,0.00066600,-0.00065300,0,0.149300,0.001500,-0.001500,0,5.760,0.300,-0.300,0,0.514,0.027,-0.027,0,27.00000,14.00000,-12.60000,0,0.08495,0.04405,-0.03964,0,Mass,0.000000,,,0,,,,,817,15,-14,0,0
EPIC 212297394 b,EPIC 212297394,K2,2.28943000,0.00019000,-0.00019000,0,,,,,1.323,0.081,-0.095,0,0.118,0.007,-0.008,0,2.31000,,,0,0.00727,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 212424622 b,EPIC 212424622,K2,18.09830000,0.00600000,-0.00580000,0,,,,,2.170,0.670,-0.420,0,0.194,0.060,-0.037,0,5.35000,,,0,0.01680,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 212499991 b,EPIC 212499991,K2,34.88500000,0.01100000,-0.01000000,0,,,,,1.600,0.130,-0.160,0,0.143,0.012,-0.014,0,3.19000,,,0,0.01000,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 212587672 b,EPIC 212587672,K2,15.28410000,0.00370000,-0.00290000,0,,,,,1.120,0.120,-0.090,0,0.100,0.011,-0.008,0,1.46000,,,0,0.00459,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 212737443 b,EPIC 212737443,K2,13.60300000,0.00130000,-0.00130000,0,0.098000,0.004000,-0.004000,0,2.586,0.126,-0.126,0,0.231,0.011,-0.011,0,7.20000,,,0,0.02270,,,0,M-R relationship,0.200000,0.200000,-0.200000,0,,,,,536,18,-18,0,0
EPIC 212737443 c,EPIC 212737443,K2,65.55000000,0.00890000,-0.00890000,0,0.280000,0.006000,-0.006000,0,2.690,0.146,-0.146,0,0.240,0.013,-0.013,0,7.70000,,,0,0.02420,,,0,M-R relationship,0.200000,0.200000,-0.200000,0,,,,,316,10,-10,0,0
EPIC 220554210 c,K2-282,K2,0.70531000,0.00005000,-0.00005000,0,,,,,1.480,0.130,-0.100,0,0.132,0.012,-0.009,0,2.79000,,,0,0.00879,,,0,M-R relationship,,,,,,,,,,,,,0
EPIC 220674823 b,EPIC 220674823,K2,0.57133100,0.00002000,-0.00002100,0,0.013400,0.000200,-0.000200,0,1.820,0.100,-0.100,0,0.162,0.009,-0.009,0,7.72000,0.80000,-0.79000,0,0.02429,0.00252,-0.00249,0,Mass,0.000000,,,0,4293.00,483.00,-483.00,0,2119,41,-41,0,0
EPIC 220674823 c,EPIC 220674823,K2,13.33907900,0.00194000,-0.00185900,0,0.109100,0.001400,-0.001500,0,2.730,0.180,-0.180,0,0.244,0.016,-0.016,0,5.80000,3.30000,-3.00000,0,0.01825,0.01038,-0.00944,0,Mass,0.180000,0.150000,-0.120000,0,64.00,7.00,-7.00,0,741,14,-14,0,0
EPIC 246851721 b,EPIC 246851721,K2,6.18023500,0.00001400,-0.00001400,0,0.072290,0.000740,-0.000750,0,11.781,0.493,-0.493,0,1.051,0.044,-0.044,0,953.49000,349.61300,-381.39600,0,3.00000,1.10000,-1.20000,0,Mass,,,,,642.00,30.00,-29.00,0,1401,16,-16,0,0
EPIC 248847494 b,EPIC 248847494,K2,3650.00000000,1280.00000000,-1130.00000000,0,4.500000,1.000000,-1.000000,0,12.442,0.785,-0.785,0,1.110,0.070,-0.070,0,4131.79000,,,1,13.00000,,,1,Mass,0.000000,,,0,0.19,0.12,-0.07,0,183,25,-18,0,0
EPIC 249893012 b,EPIC 249893012,K2,3.59510000,0.00030000,-0.00030000,0,0.047000,0.005000,-0.007000,0,1.950,0.090,-0.080,0,0.174,0.008,-0.007,0,8.75000,1.09000,-1.08000,0,0.02753,0.00343,-0.00340,0,Mass,0.060000,0.080000,-0.040000,0,1037.00,482.00,-207.00,0,1616,149,-79,0,0
EPIC 249893012 c,EPIC 249893012,K2,15.62400000,0.00100000,-0.00100000,0,0.130000,0.010000,-0.020000,0,3.670,0.170,-0.140,0,0.327,0.015,-0.012,0,14.67000,1.84000,-1.89000,0,0.04616,0.00579,-0.00595,0,Mass,0.070000,0.080000,-0.050000,0,160.00,68.00,-29.00,0,990,92,-49,0,0
EPIC 249893012 d,EPIC 249893012,K2,35.74700000,0.00500000,-0.00500000,0,0.220000,0.020000,-0.040000,0,3.940,0.130,-0.120,0,0.352,0.012,-0.011,0,10.18000,2.46000,-2.42000,0,0.03203,0.00774,-0.00761,0,Mass,0.150000,0.210000,-0.110000,0,53.00,23.00,-10.00,0,752,69,-37,0,0
FU Tau b,FU Tau,Spitzer Space Telescope,,,,,800.000000,,,0,12.200,,,0,1.090,,,0,5085.28000,,,0,16.00000,,,0,Mass,,,,,,,,,2375,,,0,0
G 9-40 b,G 9-40,K2,5.74600700,0.00000600,-0.00000600,0,0.038500,0.007800,-0.005300,0,2.025,0.096,-0.097,0,0.181,0.009,-0.009,0,4.76000,,,0,0.01500,,,0,M-R relationship,0.000000,,,0,7.20,2.50,-2.20,0,456,35,-40,0,0
GJ 1061 b,GJ 1061,La Silla Observatory,3.20400000,0.00100000,-0.00100000,0,0.021000,0.001000,-0.001000,0,1.100,,,0,0.098,,,0,1.37000,0.16000,-0.15000,0,0.00431,0.00050,-0.00047,0,Msini,0.310000,,,1,3.80,0.70,-0.70,0,,,,,0
GJ 1061 c,GJ 1061,La Silla Observatory,6.68900000,0.00500000,-0.00500000,0,0.035000,0.001000,-0.001000,0,1.180,,,0,0.105,,,0,1.74000,0.23000,-0.23000,0,0.00547,0.00072,-0.00072,0,Msini,0.290000,,,1,1.40,0.20,-0.20,0,,,,,0
GJ 1061 d,GJ 1061,La Silla Observatory,13.03100000,0.02500000,-0.03200000,0,0.054000,0.001000,-0.001000,0,1.160,,,0,0.103,,,0,1.64000,0.24000,-0.23000,0,0.00516,0.00076,-0.00072,0,Msini,0.530000,,,1,0.60,0.10,-0.10,0,,,,,0
GJ 1132 b,GJ 1132,Cerro Tololo Inter-American Observatory,1.62893100,0.00002700,-0.00002700,0,0.015300,0.000500,-0.000500,0,1.130,0.056,-0.056,0,0.101,0.005,-0.005,0,1.66000,0.23000,-0.23000,0,0.00522,0.00072,-0.00072,0,Mass,0.220000,,,0,,,,,529,9,-9,0,0
GJ 1132 c,GJ 1132,La Silla Observatory,8.92900000,0.01000000,-0.01000000,0,0.047600,0.001700,-0.001700,0,1.430,,,0,0.128,,,0,2.64000,0.44000,-0.44000,0,0.00831,0.00138,-0.00138,0,Msini,0.270000,,,1,,,,,300,5,-5,0,0
GJ 1148 b,GJ 1148,W. M. Keck Observatory,41.38000000,0.00200000,-0.00100000,0,0.166000,0.001000,-0.001000,0,11.900,,,0,1.070,,,0,96.70000,1.41000,-1.02000,0,0.30425,0.00444,-0.00321,0,Msini,0.380000,0.010000,-0.012000,0,,,,,,,,,0
GJ 1148 c,GJ 1148,Calar Alto Observatory,532.58000000,4.14000000,-2.52000000,0,0.912000,0.005000,-0.002000,0,9.710,,,0,0.866,,,0,68.06000,4.91000,-2.19000,0,0.21414,0.01545,-0.00689,0,Msini,0.342000,0.050000,-0.062000,0,,,,,,,,,0
GJ 1214 b,GJ 1214,MEarth Project,1.58040456,0.00000016,-0.00000016,0,0.014110,0.000320,-0.000320,0,2.847,0.202,-0.202,0,0.254,0.018,-0.018,0,6.26125,0.85814,-0.85814,0,0.01970,0.00270,-0.00270,0,Mass,0.000000,,,0,,,,,547,7,-8,0,0
